L -77.0, 127.0, -51.0, -103.0, 124.0, -74.0, 0, 0, 0
L -103.0, 124.0, -74.0, -122.0, 124.0, -79.0, 0, 0, 0
L -122.0, 124.0, -79.0, -134.0, 124.0, -84.0, 0, 0, 0
L -134.0, 124.0, -84.0, -139.0, 125.0, -96.0, 0, 0, 0
L -139.0, 125.0, -96.0, -153.0, 132.0, -98.0, 0, 0, 0
L -153.0, 132.0, -98.0, -163.0, 135.0, -103.0, 0, 0, 0
L -163.0, 135.0, -103.0, -169.0, 137.0, -102.0, 0, 0, 0
L -169.0, 137.0, -102.0, -178.0, 137.0, -109.0, 0, 0, 0
L -178.0, 137.0, -109.0, -186.0, 138.0, -110.0, 0, 0, 0
L -186.0, 138.0, -110.0, -198.0, 142.0, -125.0, 0, 0, 0
L -198.0, 142.0, -125.0, -202.0, 153.0, -126.0, 0, 0, 0
L -202.0, 153.0, -126.0, -215.0, 185.0, -123.0, 0, 0, 0
L -215.0, 185.0, -123.0, -224.0, 200.0, -150.0, 0, 0, 0
L -224.0, 200.0, -150.0, -220.0, 213.0, -152.0, 0, 0, 0
L -220.0, 213.0, -152.0, -219.0, 223.0, -157.0, 0, 0, 0
L -219.0, 223.0, -157.0, -218.0, 230.0, -159.0, 0, 0, 0
L -218.0, 230.0, -159.0, -217.0, 241.0, -164.0, 0, 0, 0
L -217.0, 241.0, -164.0, -217.0, 254.0, -165.0, 0, 0, 0
L -217.0, 254.0, -165.0, -214.0, 269.0, -170.0, 0, 0, 0
L -214.0, 269.0, -170.0, -214.0, 272.0, -173.0, 0, 0, 0
L -214.0, 272.0, -173.0, -213.0, 278.0, -179.0, 0, 0, 0
L -213.0, 278.0, -179.0, -211.0, 292.0, -187.0, 0, 0, 0
L -211.0, 292.0, -187.0, -211.0, 298.0, -192.0, 0, 0, 0
L -211.0, 298.0, -192.0, -210.0, 307.0, -191.0, 0, 0, 0
L -210.0, 307.0, -191.0, -208.0, 319.0, -189.0, 0, 0, 0
L -208.0, 319.0, -189.0, -204.0, 326.0, -193.0, 0, 0, 0
L -204.0, 326.0, -193.0, -195.0, 331.0, -192.0, 0, 0, 0
L -195.0, 331.0, -192.0, -192.0, 333.0, -205.0, 0, 0, 0
L -192.0, 333.0, -205.0, -178.0, 320.0, -205.0, 0, 0, 0
L -178.0, 320.0, -205.0, -170.0, 311.0, -205.0, 0, 0, 0
L -170.0, 311.0, -205.0, -142.0, 315.0, -203.0, 0, 0, 0
L -142.0, 315.0, -203.0, -130.0, 316.0, -203.0, 0, 0, 0
